Iteracoes 18000000: pi ~= 3.141592598034, pi = 3.141592653590, diferenca absoluta = 5.555556281678e-08, tempo medio = 48.073742 ms (1 execucoes)
Iteracoes 18100000: pi ~= 3.141592598341, pi = 3.141592653590, diferenca absoluta = 5.524868607054e-08, tempo medio = 48.370259 ms (1 execucoes)
Iteracoes 18200000: pi ~= 3.141592598645, pi = 3.141592653590, diferenca absoluta = 5.494509114357e-08, tempo medio = 48.667895 ms (1 execucoes)
Iteracoes 18300000: pi ~= 3.141592598945, pi = 3.141592653590, diferenca absoluta = 5.464488639362e-08, tempo medio = 48.959731 ms (1 execucoes)
Iteracoes 18400000: pi ~= 3.141592599242, pi = 3.141592653590, diferenca absoluta = 5.434788707959e-08, tempo medio = 49.160453 ms (1 execucoes)
Iteracoes 18500000: pi ~= 3.141592599536, pi = 3.141592653590, diferenca absoluta = 5.405416869664e-08, tempo medio = 49.490713 ms (1 execucoes)
Iteracoes 18600000: pi ~= 3.141592599826, pi = 3.141592653590, diferenca absoluta = 5.376353495734e-08, tempo medio = 49.722423 ms (1 execucoes)
Iteracoes 18700000: pi ~= 3.141592600114, pi = 3.141592653590, diferenca absoluta = 5.347603337924e-08, tempo medio = 50.198270 ms (1 execucoes)
Iteracoes 18800000: pi ~= 3.141592600398, pi = 3.141592653590, diferenca absoluta = 5.319166351825e-08, tempo medio = 50.322697 ms (1 execucoes)
Iteracoes 18900000: pi ~= 3.141592600680, pi = 3.141592653590, diferenca absoluta = 5.291023130738e-08, tempo medio = 50.500775 ms (1 execucoes)
Iteracoes 19000000: pi ~= 3.141592600958, pi = 3.141592653590, diferenca absoluta = 5.263171631853e-08, tempo medio = 50.801360 ms (1 execucoes)
Iteracoes 19100000: pi ~= 3.141592601234, pi = 3.141592653590, diferenca absoluta = 5.235615097021e-08, tempo medio = 51.168958 ms (1 execucoes)
Iteracoes 19200000: pi ~= 3.141592601506, pi = 3.141592653590, diferenca absoluta = 5.208349040942e-08, tempo medio = 51.466736 ms (1 execucoes)
Iteracoes 19300000: pi ~= 3.141592601776, pi = 3.141592653590, diferenca absoluta = 5.181359918893e-08, tempo medio = 51.569481 ms (1 execucoes)
Iteracoes 19400000: pi ~= 3.141592602043, pi = 3.141592653590, diferenca absoluta = 5.154651638861e-08, tempo medio = 51.846389 ms (1 execucoes)
Iteracoes 19500000: pi ~= 3.141592602308, pi = 3.141592653590, diferenca absoluta = 5.128215363470e-08, tempo medio = 52.152913 ms (1 execucoes)
Iteracoes 19600000: pi ~= 3.141592602569, pi = 3.141592653590, diferenca absoluta = 5.102053624029e-08, tempo medio = 52.364415 ms (1 execucoes)
Iteracoes 19700000: pi ~= 3.141592602828, pi = 3.141592653590, diferenca absoluta = 5.076154696582e-08, tempo medio = 52.956303 ms (1 execucoes)
Iteracoes 19800000: pi ~= 3.141592603085, pi = 3.141592653590, diferenca absoluta = 5.050506768356e-08, tempo medio = 53.016847 ms (1 execucoes)
Iteracoes 19900000: pi ~= 3.141592603339, pi = 3.141592653590, diferenca absoluta = 5.025125782154e-08, tempo medio = 53.133141 ms (1 execucoes)
Iteracoes 20000000: pi ~= 3.141592603590, pi = 3.141592653590, diferenca absoluta = 4.999997615940e-08, tempo medio = 53.332609 ms (1 execucoes)
